,industry,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12
TGT UN Equity,2,0.49267918,0.42724703,0.267144684,0.328265702,0.303452147,0.326444543,0.352302959,0.335194487,0.24777583,0.414025227,0.504027642,0.419174847,0.33893745,0.203348881,0.261638477,0.325210598,0.665692095,0.823085832,0.727165154,0.941150332,0.986101393,0.889854201,0.670307386,0.878743747,1.223211433,1.587431318,1.754931303,1.68413004,1.71485734,2.040477692,1.741400142,1.799404669,1.608373875,1.595985571,1.670737667,1.371597541,0.958063836,0.768368602,0.940028356,0.79161681,0.789659452,0.793922351,0.663174824,0.482806193,0.431960173,0.414793958,0.844267068,0.739767131,0.705826968,0.786171891,0.569043997,0.693507065,0.418325051,0.466236511,0.463007912,-0.018572843,0.044843376,0.042975318,-0.166009602,-0.175614083,-0.009510333,-0.093210124,-0.27086062,-0.284084207,-0.354317961,-0.268061196,-0.274158235,-0.439809613,-0.495675036,-0.480044134,-0.534236874,-0.501815373
EXPE UW Equity,2,-1.130227277,-1.141314598,-1.159193126,-1.192575558,-1.251866146,-1.249999674,-1.147085066,-1.155126742,-1.17850282,-1.211074673,-1.125839878,-1.127210176,-1.072355918,-1.121505286,-1.121107959,-1.158703547,-1.117735267,-1.10321123,-1.134166742,-1.094736889,-1.160630995,-1.238583538,-1.181385469,-1.113585488,-1.142614739,-1.050976218,-1.090820091,-1.122737767,-1.146522853,-1.161615674,-1.15463175,-1.117575172,-1.081224996,-0.952960799,-0.924200568,-0.906388054,-0.915757233,-0.806663157,-0.860705841,-0.909378049,-0.950793703,-0.975346161,-0.977584899,-0.951286318,-0.949890375,-0.992534273,-0.948703587,-0.970474559,-0.968668528,-0.97714985,-0.962501219,-0.984318598,-0.941274923,-0.993841071,-0.937882888,-0.916882448,-0.947628543,-0.954359749,-0.707588829,-0.744061578,-0.772884554,-0.790157477,-0.423825528,-0.376073548,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122
NCLH UN Equity,2,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122
DHI UN Equity,2,-0.981881315,-1.034682431,-1.068188018,-1.013920319,-1.024029156,-1.057035101,-1.107408525,-1.163642447,-1.153443443,-1.103942291,-0.977240328,-0.975560536,-0.932016853,-0.932700546,-0.994154929,-0.983102562,-0.980577201,-1.01701698,-1.067968746,-1.057588675,-1.021610799,-0.996836227,-0.687938051,-0.661611939,-0.744844328,-0.791484119,-0.83337123,-0.815569264,-0.790452087,-0.836503987,-0.870669295,-0.88533702,-0.947024471,-0.998462236,-0.923543746,-0.925026044,-0.850638853,-0.768308563,-0.821865055,-0.844456769,-0.811392855,-0.809919144,-0.838572594,-0.846212441,-0.802872754,-0.737427582,-0.56006242,-0.598835016,-0.633480414,-0.619123619,-0.691256882,-0.718055588,-0.750585293,-0.693621849,-0.743579127,-0.810938679,-0.86149538,-0.852542541,-0.758737978,-0.694841047,-0.821254106,-0.828356855,-0.553413259,-0.727834252,-0.791480313,-0.808327568,-0.863388289,-0.886070085,-0.905242498,-0.849827895,-0.794766624,-0.731961856
MGM UN Equity,2,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.435868288,-0.500356894,-0.639835779,-0.659508384,-0.636638929,-0.697836538,-0.707082341,-0.668963537,-0.605874585,-0.669682169,-0.649281459,-0.701581295,-0.61503686,-0.655125039,-0.561483111,-0.564788352,-0.485200349,-0.552923773,-0.453641691,-0.41849792,-0.455561931,-0.441563104,-0.444193478,-0.585380129,-0.334645963,-0.273595663,-0.285296867,-0.295939688,-0.39333263,-0.44981281,-0.406190498,-0.359267549,-0.393248838,-0.504881462,-0.52746287,-0.489017432,-0.163899574,0.541586781,-1.411746647,-1.383116821,-1.454594889,-1.395447855,-1.396923761,-1.354270966,-1.349626265,-1.407805582,-1.415799735
GM UN Equity,2,1.189096933,0.842516909,0.803663727,1.519787428,1.404371965,1.517866617,1.764710763,1.797275599,1.615933573,1.317959321,1.130742362,1.187452787,1.679172229,1.784854138,1.857004821,1.789646692,1.859585631,2.2927966,2.052179704,2.049487929,2.049696594,1.933993469,1.727065104,1.740517696,1.577903804,1.622942531,1.713818422,1.757798556,1.817369842,1.726598887,1.61975926,1.496566742,1.258302903,1.07327011,1.167694366,1.296231695,1.186057576,1.189389104,1.382639401,1.308407396,0.903215917,1.164131705,1.282364353,1.434517439,1.591558055,1.168596642,1.124049302,1.158767597,0.973234279,1.01731442,1.226434787,1.124241522,1.323148,1.094043973,0.95438881,1.012861808,1.124810246,1.139624446,1.310668435,1.3094417,1.455289954,1.331467746,1.348569856,1.887854306,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122
DG UN Equity,2,-0.104950122,-0.104950122,-0.834750646,-0.830559356,-0.820586189,-0.892036409,-0.912569746,-0.902930851,-0.898427432,-0.771750578,-0.726752009,-0.82491387,-0.925958104,-0.941198473,-0.911431671,-0.866383505,-0.932001939,-0.981064705,-1.001202874,-0.757018349,-0.717184605,-0.729583467,-0.810116481,-0.755652265,-0.730567506,-0.691162845,-0.59434094,-0.641864097,-0.635482016,-0.607433437,-0.659723465,-0.630397725,-0.722372312,-0.697979568,-0.759092019,-0.811733109,-0.859294833,-0.837097491,-0.749763223,-0.795085068,-0.709314762,-0.842091743,-0.810666503,-0.880499706,-0.892133452,-0.97805133,-0.958977281,-1.00983786,-1.015805432,-1.018853381,-0.964457308,-0.963136121,-1.011781461,-1.004480689,-0.985820806,-1.059299698,-1.08823327,-1.087567777,-1.074519251,-1.053994897,-1.056346344,-1.100578922,-0.953358414,-1.045519489,-1.04325408,-1.080448607,-1.024587698,-1.032004897,-1.02704581,-1.028766817,-1.039769674,-1.020311173
ULTA UW Equity,2,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122
NWL UW Equity,2,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,1.411692424,1.277525356,2.307003203,2.603231632,2.928294503,2.832040476,2.508903179,2.827347391,1.925710235,1.709698677,1.653378515,1.705657419,1.758880474,1.562297455,1.90757793,1.208523914,1.745304471,2.016000515,1.626040926,1.568655022,1.719698277,1.359145378,1.232106704,1.126057292,1.189579581
UAA UN Equity,2,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122,-0.104950122
